pr,kind,path,review_url,status,commits,evidence
983,inline,apps/backend/tests/unit/test_document_processing.py,https://github.com/srbhr/Resume-Matcher/pull/983#discussion_r3941702203,duplicate,37b7fd71612081699c06ad263eb38b1fa27d8557,Removed module-level temporary DATA_DIR/CONFIG_FILE_PATH mutations; shared conftest isolation owns all backend imports and per-test state.
983,inline,apps/backend/tests/unit/test_processing_ownership.py,https://github.com/srbhr/Resume-Matcher/pull/983#discussion_r3941702210,duplicate,37b7fd71612081699c06ad263eb38b1fa27d8557,Removed module-level temporary DATA_DIR/CONFIG_FILE_PATH mutations; shared conftest isolation owns all backend imports and per-test state.
983,inline,apps/backend/app/routers/resumes.py,https://github.com/srbhr/Resume-Matcher/pull/983#discussion_r3941702224,fixed,37b7fd71612081699c06ad263eb38b1fa27d8557,"Upload conversion errors use logger.exception, retaining traceback while returning the generic422 contract."
983,inline,apps/backend/tests/unit/test_document_processing.py,https://github.com/srbhr/Resume-Matcher/pull/983#discussion_r3941702237,fixed,37b7fd71612081699c06ad263eb38b1fa27d8557,"Real DOCX responsiveness test checks round-tripped content after rstrip, preserving heartbeat assertion without newline-format coupling."
983,inline,apps/backend/app/database.py,https://github.com/srbhr/Resume-Matcher/pull/983#discussion_r3941737558,fixed,37b7fd71612081699c06ad263eb38b1fa27d8557,finish_resume_processing CAS requires both token match and processing status; save-during-processing regression proved late parser overwrote edit before fix.
983,inline,apps/backend/tests/unit/test_document_processing.py,https://github.com/srbhr/Resume-Matcher/pull/983#discussion_r3941737563,duplicate,37b7fd71612081699c06ad263eb38b1fa27d8557,"Real DOCX responsiveness test checks round-tripped content after rstrip, preserving heartbeat assertion without newline-format coupling."
983,inline,apps/backend/app/database.py,https://github.com/srbhr/Resume-Matcher/pull/983#discussion_r3941737571,duplicate,37b7fd71612081699c06ad263eb38b1fa27d8557,A failed processing commit clears old processed_data; real SQLite regression starts with stale structured data and verifies None.
983,inline,apps/backend/tests/unit/test_processing_ownership.py,https://github.com/srbhr/Resume-Matcher/pull/983#discussion_r3941737576,duplicate,37b7fd71612081699c06ad263eb38b1fa27d8557,Removed module-level temporary DATA_DIR/CONFIG_FILE_PATH mutations; shared conftest isolation owns all backend imports and per-test state.
983,inline,apps/backend/app/services/parser.py,https://github.com/srbhr/Resume-Matcher/pull/983#discussion_r3941737578,fixed,37b7fd71612081699c06ad263eb38b1fa27d8557,Bounded Flate decoder checks decoder.eof after flush; truncated compressed stream red then green.
983,inline,apps/backend/tests/integration/test_upload_processing.py,https://github.com/srbhr/Resume-Matcher/pull/983#discussion_r3941737580,duplicate,37b7fd71612081699c06ad263eb38b1fa27d8557,Removed module-level temporary DATA_DIR/CONFIG_FILE_PATH mutations; shared conftest isolation owns all backend imports and per-test state.
983,inline,apps/backend/app/routers/resumes.py,https://github.com/srbhr/Resume-Matcher/pull/983#discussion_r3941737583,duplicate,37b7fd71612081699c06ad263eb38b1fa27d8557,"Upload conversion errors use logger.exception, retaining traceback while returning the generic422 contract."
983,inline,apps/backend/app/services/parser.py,https://github.com/srbhr/Resume-Matcher/pull/983#discussion_r3941752414,not-actionable,,"Installed locked pdfminer LZWDecoder.run returns Iterator[bytes], not bytes. Inspected implementation and real encoded ABC LZW test confirms success and immediate budget rejection. No decoder replacement needed."
983,inline,apps/backend/app/services/parser.py,https://github.com/srbhr/Resume-Matcher/pull/983#discussion_r3941752415,fixed,e8cbed4f3b4a9f1d08a734d6d837336733e9314c,Preflight walks real text-consumer references through bounded PDFPageInterpreter and skips image-only stream decoding. Positive unused CCITT image PDF and forged image-labeled page-content expansion tests pass.
983,inline,apps/backend/app/services/parser.py,https://github.com/srbhr/Resume-Matcher/pull/983#discussion_r3941752416,fixed,37b7fd71612081699c06ad263eb38b1fa27d8557,Conversion caller has120s deadline and returns on cancellation; background worker retains limiter slot and tempfile ownership. Slow worker regression proves caller returns before worker exits; eventual cleanup remains tested. Python threads cannot be forcibly killed.
983,inline,apps/backend/app/routers/resumes.py,https://github.com/srbhr/Resume-Matcher/pull/983#discussion_r3941752418,fixed,0dcd4990f109c257ef775737b8d09dff65ce6c33,Frontend retry409 fetches current status;404 clears deleted master/viewer state and permits upload. Four real API/dashboard/dialog/viewer red-to-green regressions; frontend433 tests and5 browser controls pass.
983,inline,docs/agent/apis/front-end-apis.md,https://github.com/srbhr/Resume-Matcher/pull/983#discussion_r3941752419,fixed,37b7fd71612081699c06ad263eb38b1fa27d8557,API/backend documentation explicitly states .doc header acceptance does not guarantee conversion with bundled MarkItDown; advises PDF/DOCX.
983,inline,apps/backend/tests/unit/test_document_processing.py,https://github.com/srbhr/Resume-Matcher/pull/983#discussion_r3941752422,fixed,37b7fd71612081699c06ad263eb38b1fa27d8557,DOCX member/expansion/text limits assert DocumentResourceLimitError; real oversized DOCX upload exercises HTTP413.
983,review,,https://github.com/srbhr/Resume-Matcher/pull/983#pullrequestreview-5122605378,duplicate,,Reviewed complete summary body; it summarizes assigned inline findings above or requests general human review. No additional unique actionable finding.
983,review,,https://github.com/srbhr/Resume-Matcher/pull/983#pullrequestreview-5122643415,duplicate,,Reviewed complete summary body; it summarizes assigned inline findings above or requests general human review. No additional unique actionable finding.
983,review,,https://github.com/srbhr/Resume-Matcher/pull/983#pullrequestreview-5122657885,duplicate,,Reviewed complete summary body; it summarizes assigned inline findings above or requests general human review. No additional unique actionable finding.
983,comment,,https://github.com/srbhr/Resume-Matcher/pull/983#issuecomment-5554142437,duplicate,,Reviewed complete summary body; it summarizes assigned inline findings above or requests general human review. No additional unique actionable finding.
984,inline,apps/backend/app/routers/jobs.py,https://github.com/srbhr/Resume-Matcher/pull/984#discussion_r3941697406,not-actionable,,"Python3.13 asyncio.CancelledError inherits BaseException, not Exception; jobs broad Exception handler cannot catch cancellation. Changing it would not fix an existing bug."
984,inline,apps/backend/app/database.py,https://github.com/srbhr/Resume-Matcher/pull/984#discussion_r3941716108,fixed,b5a8b59c9d701ebb1527587f11dddd5d678f8f35,Real SQLite writer lock reproduces500; domain DatabaseBusyError plus API mapping now returns503 with Retry-After1. Full transaction rolls back; tests preserve unchanged card.9b9672d retains manual-card orphan cleanup before503.
984,inline,apps/backend/app/database.py,https://github.com/srbhr/Resume-Matcher/pull/984#discussion_r3941716111,not-actionable,,"Explicit applied_at:null intentionally overrides automatic move stamp, as documented and tested. Treating unchanged explicitnull as omission would remove caller ability to clear on move and violate existing APIcontract."
984,inline,apps/backend/app/schemas/applications.py,https://github.com/srbhr/Resume-Matcher/pull/984#discussion_r3941716114,fixed,b5a8b59c9d701ebb1527587f11dddd5d678f8f35,"ApplicationUpdate status uses SkipJsonSchema[None], keeping omission default while excluding null from input schema; schema/omission/runtime tests pass."
984,inline,apps/backend/app/schemas/applications.py,https://github.com/srbhr/Resume-Matcher/pull/984#discussion_r3941751635,duplicate,b5a8b59c9d701ebb1527587f11dddd5d678f8f35,"ApplicationUpdate status uses SkipJsonSchema[None], keeping omission default while excluding null from input schema; schema/omission/runtime tests pass."
984,inline,apps/backend/app/database.py,https://github.com/srbhr/Resume-Matcher/pull/984#discussion_r3941751638,duplicate,b5a8b59c9d701ebb1527587f11dddd5d678f8f35,Real SQLite writer lock reproduces500; domain DatabaseBusyError plus API mapping now returns503 with Retry-After1. Full transaction rolls back; tests preserve unchanged card.9b9672d retains manual-card orphan cleanup before503.
984,inline,apps/backend/app/database.py,https://github.com/srbhr/Resume-Matcher/pull/984#discussion_r3941751641,fixed,b5a8b59c9d701ebb1527587f11dddd5d678f8f35,Existing-card dedup read precedes writer reservation; insert rechecks under reservation. Real held writer proves existing card lookup returns within200ms.
984,inline,docs/agent/apis/front-end-apis.md,https://github.com/srbhr/Resume-Matcher/pull/984#discussion_r3941751643,fixed,16863c51f35ce2b1082ed79fa74bdba0111a7ded,Formatted API Markdown code fences with actual frontend Prettier config (singleQuote:true).
984,review,,https://github.com/srbhr/Resume-Matcher/pull/984#pullrequestreview-5122601471,duplicate,,Reviewed complete summary body; it summarizes assigned inline findings above or requests general human review. No additional unique actionable finding.
984,review,,https://github.com/srbhr/Resume-Matcher/pull/984#pullrequestreview-5122657211,duplicate,,Reviewed complete summary body; it summarizes assigned inline findings above or requests general human review. No additional unique actionable finding.
984,comment,,https://github.com/srbhr/Resume-Matcher/pull/984#issuecomment-5554074961,duplicate,,Reviewed complete summary body; it summarizes assigned inline findings above or requests general human review. No additional unique actionable finding.
985,inline,docs/agent/features/preview-confirmation.md,https://github.com/srbhr/Resume-Matcher/pull/985#discussion_r3941695057,fixed,25e6fa42030d3d515908bcd382a257d7d52a6e89,Contract distinguishes initial missing-input404 from deletion/change detected during confirmation409.
985,inline,apps/backend/app/routers/resumes.py,https://github.com/srbhr/Resume-Matcher/pull/985#discussion_r3941716742,fixed,25e6fa42030d3d515908bcd382a257d7d52a6e89,Persist server-generated suggestions on TailoringPreview; confirmation uses claim suggestions. Request tampering no longer persists unregistered suggestions; additive SQLite migration included.
985,inline,apps/backend/app/models.py,https://github.com/srbhr/Resume-Matcher/pull/985#discussion_r3941716747,fixed,25e6fa42030d3d515908bcd382a257d7d52a6e89,"Composite index(source_id,job_id,payload_hash,created_at) added to model and idempotent legacy migration."
985,inline,apps/backend/app/config.py,https://github.com/srbhr/Resume-Matcher/pull/985#discussion_r3941716750,fixed,c43e9ae1ab67feb0d7cff228eb5034500a72d5f0,Root stage10 validator clamps TTL to60..604800 and defaults malformed input to86400;6 red cases/2 controls then39 targeted tests pass.
985,inline,apps/frontend/components/common/resume_previewer_context.tsx,https://github.com/srbhr/Resume-Matcher/pull/985#discussion_r3941716752,fixed,510f31eaf96040c418eb4fd93b9af38ee3c03ca0,Frontend checks expiry before unconfirmed save and offers fresh-preview action for400/409. Acknowledged navigation retries remain valid. Insert atstage17 due final tailor ownership dependency; red/green frontend-985 logs.
985,inline,apps/backend/tests/integration/test_confirmation_transactions.py,https://github.com/srbhr/Resume-Matcher/pull/985#discussion_r3941716755,already-resolved,,"The regression deliberately submits8 concurrent operations; writer serialization is the protection under test. Mutation probe removing BEGIN IMMEDIATE makes this existing test fail with7 lost metadata fields (storage_monitor-metadata-mutation.log), disproving claim it misses the race."
985,inline,apps/backend/app/routers/resumes.py,https://github.com/srbhr/Resume-Matcher/pull/985#discussion_r3941716757,fixed,25e6fa42030d3d515908bcd382a257d7d52a6e89,Successful commit clears local claim before finally; tokenless/replay release returns before any DB access.
985,inline,docs/agent/features/preview-confirmation.md,https://github.com/srbhr/Resume-Matcher/pull/985#discussion_r3941716760,duplicate,25e6fa42030d3d515908bcd382a257d7d52a6e89,Contract distinguishes initial missing-input404 from deletion/change detected during confirmation409.
985,inline,apps/backend/app/routers/resumes.py,https://github.com/srbhr/Resume-Matcher/pull/985#discussion_r3941749311,fixed,25e6fa42030d3d515908bcd382a257d7d52a6e89,Replay reconciles missing tracker card through unique job/resume dedup; persisted-response equality and single-card assertions pass after simulated lost followup.
985,inline,apps/backend/app/routers/resumes.py,https://github.com/srbhr/Resume-Matcher/pull/985#discussion_r3941749314,fixed,b2d3fb660d2b0f571c5d0fb5072e7d8f4ede1b9d,AIowner reserves persistence time by limiting each optional generation to80% of shared remaining budget; completed outputs and warnings survive a slow sibling.51 budget/LLM tests pass.
985,inline,apps/backend/app/database.py,https://github.com/srbhr/Resume-Matcher/pull/985#discussion_r3941749316,fixed,25e6fa42030d3d515908bcd382a257d7d52a6e89,Compatibility lookup prefers consumed matching operation and excludes expired unconsumed rows; identical newer preview no longer creates duplicate on tokenless retry.
985,inline,apps/backend/app/database.py,https://github.com/srbhr/Resume-Matcher/pull/985#discussion_r3941749318,not-actionable,,"Consumed responses are durable idempotency records. Age-pruning would let delayed tokenless retries bind a newer operation and create duplicates. Documented retention/deletion tradeoff; changing replay retention needs an explicit APIpolicy, not applying unconsumed TTL to committed operations."
985,inline,apps/backend/tests/integration/test_confirmation_transactions.py,https://github.com/srbhr/Resume-Matcher/pull/985#discussion_r3941749320,fixed,25e6fa42030d3d515908bcd382a257d7d52a6e89,preview_payload asserts nonempty preview_id and forwards unconditionally; full confirmation suite follows explicit identity handshake.
985,review,,https://github.com/srbhr/Resume-Matcher/pull/985#pullrequestreview-5122598482,duplicate,,Reviewed complete summary body; it summarizes assigned inline findings above or requests general human review. No additional unique actionable finding.
985,review,,https://github.com/srbhr/Resume-Matcher/pull/985#pullrequestreview-5122619973,duplicate,,Reviewed complete summary body; it summarizes assigned inline findings above or requests general human review. No additional unique actionable finding.
985,review,,https://github.com/srbhr/Resume-Matcher/pull/985#pullrequestreview-5122654860,duplicate,,Reviewed complete summary body; it summarizes assigned inline findings above or requests general human review. No additional unique actionable finding.
985,comment,,https://github.com/srbhr/Resume-Matcher/pull/985#issuecomment-5554135249,duplicate,,Reviewed complete summary body; it summarizes assigned inline findings above or requests general human review. No additional unique actionable finding.
986,inline,apps/backend/app/routers/enrichment.py,https://github.com/srbhr/Resume-Matcher/pull/986#discussion_r3941696380,fixed,3cda8cd26099d0e1d0e81933fea2dd3eabb1393b,"Validator selects the first valid canonical/legacy text list, including canonical-empty plus valid legacy."
986,inline,apps/backend/app/llm.py,https://github.com/srbhr/Resume-Matcher/pull/986#discussion_r3941706772,fixed,3cda8cd26099d0e1d0e81933fea2dd3eabb1393b,JSON extractor rejects a prose-prefixed top-level array and retries with a corrective object hint.
986,inline,apps/backend/app/services/cover_letter.py,https://github.com/srbhr/Resume-Matcher/pull/986#discussion_r3941706776,already-resolved,62243fc7edd2e8ec5284e2265eb02c54c72e56cc,"Dedicated generation routes call _validate_ai_sources before generation, which returns HTTP 422 for a job over MAX_JOB_CHARACTERS."
986,inline,apps/backend/app/routers/enrichment.py,https://github.com/srbhr/Resume-Matcher/pull/986#discussion_r3941706779,duplicate,3cda8cd26099d0e1d0e81933fea2dd3eabb1393b,Duplicate of 3941696380.
986,inline,apps/backend/app/routers/enrichment.py,https://github.com/srbhr/Resume-Matcher/pull/986#discussion_r3941706781,fixed,ede5640d6b70ddba7f1b6ddfa02b9e6644bc3285,Frontend preview renders backend per-item failures with stable duplicate-safe keys and retains explicit apply behavior; regression in enrichment-preview-errors.test.tsx.
986,inline,apps/backend/app/services/improver.py,https://github.com/srbhr/Resume-Matcher/pull/986#discussion_r3941706784,fixed,3cda8cd26099d0e1d0e81933fea2dd3eabb1393b,Non-string strategy_notes now rejects inside the content retry budget.
986,inline,apps/backend/app/llm.py,https://github.com/srbhr/Resume-Matcher/pull/986#discussion_r3941765732,fixed,fe5f8b468fc8d64537bcc552bb1824b9456648f3;9594071496a40c6f19fcb37b7705cd68db2e9e75,Verified installed LiteLLM 1.86.2 router.py: async_function_with_retries awaits make_call then reads the rethrown exception num_retries; base make_call performs one provider invocation. The app compatibility override compensates for the omitted native InternalServerError policy category. Code comment documents the ordering; real Router tests pin three total calls and the exact exception type.
986,inline,apps/backend/app/llm.py,https://github.com/srbhr/Resume-Matcher/pull/986#discussion_r3941765740,fixed,9594071496a40c6f19fcb37b7705cd68db2e9e75,Keyword injection now supplies a response validator that rejects missing populated sections inside complete_json retries; wizard keeps its section-scoped strict envelope.
986,inline,apps/backend/app/llm.py,https://github.com/srbhr/Resume-Matcher/pull/986#discussion_r3941765744,fixed,3cda8cd26099d0e1d0e81933fea2dd3eabb1393b,All ValueError content failures now add a corrective object-and-field-type hint before retry.
986,inline,apps/backend/app/llm.py,https://github.com/srbhr/Resume-Matcher/pull/986#discussion_r3941765749,fixed,3cda8cd26099d0e1d0e81933fea2dd3eabb1393b,Validator return values are rechecked as dict; ValueError remains the explicit content contract while programming exceptions propagate rather than being misclassified as model content.
986,inline,apps/backend/app/services/improver.py,https://github.com/srbhr/Resume-Matcher/pull/986#discussion_r3941765752,not-actionable,2fd86f9b5175296a4d05b92f5dab5778e1db2360,Whole-response ImproveDiffResult validation is intentional for issue #943: no malformed unreviewed change may be partially applied; response validation retries the provider.
986,inline,apps/backend/app/services/improver.py,https://github.com/srbhr/Resume-Matcher/pull/986#discussion_r3941765754,fixed,9594071496a40c6f19fcb37b7705cd68db2e9e75,Improver docstring now describes validator-based structured result checking.
986,inline,apps/backend/tests/integration/test_ai_result_contracts.py,https://github.com/srbhr/Resume-Matcher/pull/986#discussion_r3941765758,not-actionable,2fd86f9b5175296a4d05b92f5dab5778e1db2360,"The post-request database reads can catch accidental writes by endpoints intended to be read-only; they are independent persistence assertions, not comparisons to a local constant."
986,inline,apps/backend/tests/integration/test_llm_contract_reliability.py,https://github.com/srbhr/Resume-Matcher/pull/986#discussion_r3941765764,fixed,9594071496a40c6f19fcb37b7705cd68db2e9e75,Real Router test now asserts the exact LiteLLM exception class for every policy row.
986,inline,apps/backend/tests/integration/test_llm_contract_reliability.py,https://github.com/srbhr/Resume-Matcher/pull/986#discussion_r3941765768,fixed,9594071496a40c6f19fcb37b7705cd68db2e9e75,"Cancellation test waits for a provider-start event, then cancels the task; no fixed 50ms startup race remains."
986,inline,docs/agent/llm-integration.md,https://github.com/srbhr/Resume-Matcher/pull/986#discussion_r3941765771,already-resolved,49f7cc5d9ff987f34fa5b21c5e4de886a1717b02,Current LLM integration guide no longer makes the quoted universal two-retry claim.
986,review,,https://github.com/srbhr/Resume-Matcher/pull/986#pullrequestreview-5122600106,duplicate,3cda8cd26099d0e1d0e81933fea2dd3eabb1393b,Review summary duplicates inline structured-contract findings.
986,review,,https://github.com/srbhr/Resume-Matcher/pull/986#pullrequestreview-5122610773,duplicate,9594071496a40c6f19fcb37b7705cd68db2e9e75,Review summary duplicates inline retry/test findings.
986,comment,,https://github.com/srbhr/Resume-Matcher/pull/986#issuecomment-5554172302,duplicate,3cda8cd26099d0e1d0e81933fea2dd3eabb1393b,Issue summary duplicates PR986 inline findings.
987,inline,apps/backend/app/routers/resumes.py,https://github.com/srbhr/Resume-Matcher/pull/987#discussion_r3941696764,fixed,5a05b2ab5419087e2d22d7f28305f4819eb8c60b,Confirmation re-finalizes claimed data against the source before persistence; legacy additions are rejected.
987,inline,apps/backend/app/services/parser.py,https://github.com/srbhr/Resume-Matcher/pull/987#discussion_r3941696775,not-actionable,,"The base regex already matched full month names by their abbreviated prefix because it had no trailing word boundary: `_MONTH_RE.search('January 2020')` matches `Jan`. Expanding the alternatives is harmless clarity, but the reported overwrite premise was false."
987,inline,apps/backend/app/services/resume_preservation.py,https://github.com/srbhr/Resume-Matcher/pull/987#discussion_r3941740660,fixed,095e22818c31ad59549020c49eadd20220e6ca94,Education narrative restores whenever the source is absent/non-string or candidate is blank.
987,inline,apps/backend/app/services/resume_preservation.py,https://github.com/srbhr/Resume-Matcher/pull/987#discussion_r3941740666,fixed,095e22818c31ad59549020c49eadd20220e6ca94,Numeric claims use Counter multiplicity rather than sets.
987,inline,apps/backend/app/services/refiner.py,https://github.com/srbhr/Resume-Matcher/pull/987#discussion_r3941740668,fixed,095e22818c31ad59549020c49eadd20220e6ca94,Keyword writer assignment is transactional and rolls back malformed nested output before the final preservation pass.
987,inline,apps/backend/app/routers/resumes.py,https://github.com/srbhr/Resume-Matcher/pull/987#discussion_r3941740670,fixed,3f065aea7d6c38dce07717c2ca0c897343ea860d,ATS keyword match is always calculated from the post-finalization resume.
987,inline,apps/backend/app/services/parser.py,https://github.com/srbhr/Resume-Matcher/pull/987#discussion_r3941740673,fixed,095e22818c31ad59549020c49eadd20220e6ca94,A single date occurrence must satisfy identity context when multiple resume entries could claim it.
987,inline,apps/backend/tests/integration/test_ai_preservation_api.py,https://github.com/srbhr/Resume-Matcher/pull/987#discussion_r3941740676,fixed,095e22818c31ad59549020c49eadd20220e6ca94,Successful-refinement fixture includes alignment_report; composed preservation tests exercise the success path.
987,inline,apps/backend/app/services/resume_preservation.py,https://github.com/srbhr/Resume-Matcher/pull/987#discussion_r3941740678,fixed,095e22818c31ad59549020c49eadd20220e6ca94,Restorable rows consume their content match; normalized blank rows fall through to untouched source rows without duplicating another row.
987,inline,apps/backend/app/services/resume_preservation.py,https://github.com/srbhr/Resume-Matcher/pull/987#discussion_r3941747374,duplicate,095e22818c31ad59549020c49eadd20220e6ca94,"Same positional row-consumption defect as 3941740678, covered by reordered novel-metric regression."
987,inline,apps/backend/app/services/resume_preservation.py,https://github.com/srbhr/Resume-Matcher/pull/987#discussion_r3941747377,fixed,095e22818c31ad59549020c49eadd20220e6ca94,Candidate rows undergo the same newline/bullet normalization before merge; a ResumeData round trip remains confirmable.
987,inline,apps/backend/app/services/resume_preservation.py,https://github.com/srbhr/Resume-Matcher/pull/987#discussion_r3941747379,fixed,095e22818c31ad59549020c49eadd20220e6ca94;56374917813a59a12c065ba06ac90bfb92601015,"Actual backend integration detects ResumeChange.action, keeps approved text appends through registered preview confirmation, and rejects unsupported numeric or unreviewed appended claims. Real preview-to-confirm persistence controls cover both an allowed append and rejected invented revenue."
987,inline,apps/backend/app/services/resume_preservation.py,https://github.com/srbhr/Resume-Matcher/pull/987#discussion_r3941747382,fixed,095e22818c31ad59549020c49eadd20220e6ca94;56374917813a59a12c065ba06ac90bfb92601015,Shared numeric-claim parsing normalizes revenue and percentage claims while checking source grounding. Appended rows pass the same preservation boundary; integration tests reject invented revenue through direct and preview-confirm paths.
987,inline,apps/backend/app/services/resume_preservation.py,https://github.com/srbhr/Resume-Matcher/pull/987#discussion_r3941747387,fixed,5a05b2ab5419087e2d22d7f28305f4819eb8c60b,"Confirmation rejects extra languages, certifications and awards; claimed payload is re-finalized."
987,inline,apps/backend/app/services/resume_preservation.py,https://github.com/srbhr/Resume-Matcher/pull/987#discussion_r3941747392,fixed,095e22818c31ad59549020c49eadd20220e6ca94,Blank education narrative deterministically restores the source value.
987,inline,apps/backend/app/services/resume_preservation.py,https://github.com/srbhr/Resume-Matcher/pull/987#discussion_r3941747394,fixed,095e22818c31ad59549020c49eadd20220e6ca94,"Duplicate field identities are paired deterministically by description similarity and index, preserving both entries."
987,inline,apps/backend/app/services/resume_preservation.py,https://github.com/srbhr/Resume-Matcher/pull/987#discussion_r3941747397,fixed,095e22818c31ad59549020c49eadd20220e6ca94,Grounding warnings pair duplicate entries by content and consume source rows once.
987,inline,apps/backend/app/services/parser.py,https://github.com/srbhr/Resume-Matcher/pull/987#discussion_r3941747398,fixed,095e22818c31ad59549020c49eadd20220e6ca94,Date restoration requires full identity evidence before a shared occurrence is consumed across sections.
987,inline,apps/backend/app/services/parser.py,https://github.com/srbhr/Resume-Matcher/pull/987#discussion_r3941747400,fixed,095e22818c31ad59549020c49eadd20220e6ca94,Equal-year ranges canonicalize to the same key as a single year.
987,inline,apps/backend/app/services/parser.py,https://github.com/srbhr/Resume-Matcher/pull/987#discussion_r3941747401,fixed,095e22818c31ad59549020c49eadd20220e6ca94,Date identity scoring normalizes whitespace and uses distance-weighted preceding/following context.
987,inline,apps/backend/app/routers/resumes.py,https://github.com/srbhr/Resume-Matcher/pull/987#discussion_r3941747403,fixed,095e22818c31ad59549020c49eadd20220e6ca94,"Direct flow finalizes before calculating grounding warnings, so restored text no longer yields stale warnings."
987,review,,https://github.com/srbhr/Resume-Matcher/pull/987#pullrequestreview-5122600637,duplicate,095e22818c31ad59549020c49eadd20220e6ca94,Review summary duplicates PR987 inline findings.
987,review,,https://github.com/srbhr/Resume-Matcher/pull/987#pullrequestreview-5122647025,duplicate,095e22818c31ad59549020c49eadd20220e6ca94,Review summary duplicates PR987 inline findings.
987,comment,,https://github.com/srbhr/Resume-Matcher/pull/987#issuecomment-5554131340,duplicate,095e22818c31ad59549020c49eadd20220e6ca94,Issue summary duplicates PR987 inline findings.
988,inline,apps/backend/app/services/resume_wizard.py,https://github.com/srbhr/Resume-Matcher/pull/988#discussion_r3941709664,fixed,1018fa9937971f27db1d84122ef966e3b9ded8af,"Full zero-ID echoes consume each preexisting position once even when multiple entries share company, title and years. Two real run_ai_turn regressions failed before the fix; all 62 wizard service/API tests pass, including explicit new entries, repeated positive IDs and a same-response appended legacy echo."
988,inline,apps/backend/app/services/resume_wizard.py,https://github.com/srbhr/Resume-Matcher/pull/988#discussion_r3941709668,fixed,5df42843317380c7f5f6a1b21322d37829b03743,Known positive IDs are consumed once; repeated IDs append with collision-free allocation.
988,inline,apps/backend/app/services/resume_wizard.py,https://github.com/srbhr/Resume-Matcher/pull/988#discussion_r3941724674,duplicate,5df42843317380c7f5f6a1b21322d37829b03743,Duplicate known-ID consumption finding.
988,inline,apps/backend/app/services/resume_wizard.py,https://github.com/srbhr/Resume-Matcher/pull/988#discussion_r3941724701,fixed,5df42843317380c7f5f6a1b21322d37829b03743,Appended entries are added to the signature index for same-response legacy echoes.
988,inline,apps/backend/app/services/resume_wizard.py,https://github.com/srbhr/Resume-Matcher/pull/988#discussion_r3941724705,fixed,5df42843317380c7f5f6a1b21322d37829b03743,ID replacement removes the old signature mapping before indexing the replacement.
988,inline,apps/backend/app/services/resume_wizard.py,https://github.com/srbhr/Resume-Matcher/pull/988#discussion_r3941724710,fixed,1018fa9937971f27db1d84122ef966e3b9ded8af,"Full zero-ID echoes consume each preexisting position once even when multiple entries share company, title and years. Two real run_ai_turn regressions failed before the fix; all 62 wizard service/API tests pass, including explicit new entries, repeated positive IDs and a same-response appended legacy echo."
988,review,,https://github.com/srbhr/Resume-Matcher/pull/988#pullrequestreview-5122592324,not-actionable,,Approval contains no requested change.
988,review,,https://github.com/srbhr/Resume-Matcher/pull/988#pullrequestreview-5122627881,duplicate,5df42843317380c7f5f6a1b21322d37829b03743,Review summary duplicates PR988 inline findings.
988,comment,,https://github.com/srbhr/Resume-Matcher/pull/988#issuecomment-5554059736,duplicate,5df42843317380c7f5f6a1b21322d37829b03743,Issue summary duplicates PR988 inline findings.
989,inline,apps/backend/app/llm.py,https://github.com/srbhr/Resume-Matcher/pull/989#discussion_r3941698974,fixed,b2d3fb660d2b0f571c5d0fb5072e7d8f4ede1b9d,Prompt rendering uses PromptSizeError and the route boundary maps it to a specific HTTP 422.
989,inline,apps/backend/app/routers/resumes.py,https://github.com/srbhr/Resume-Matcher/pull/989#discussion_r3941698999,not-actionable,,A direct CPython 3.13 cancellation probe shows caught cancellation is not reinjected at every await absent another cancel call; the shielded cleanup advanced in 51 ms while cancelling() remained 1. The separate unbounded-wait finding is fixed under 3941765347.
989,inline,apps/backend/app/llm.py,https://github.com/srbhr/Resume-Matcher/pull/989#discussion_r3941712081,fixed,b2d3fb660d2b0f571c5d0fb5072e7d8f4ede1b9d,complete re-raises operation deadline expiry instead of wrapping it as ValueError.
989,inline,apps/backend/app/routers/resumes.py,https://github.com/srbhr/Resume-Matcher/pull/989#discussion_r3941712086,fixed,1d2deb62af1bfb63d7ac6841d92c14304768de64,"Direct improvement stores the tailored resume and Improvement relation in one SQLite transaction. Five new real ASGI/SQLite cases cover cancellation before/after commit, relation insertion rollback, and tracker availability; 26 affected tests pass."
989,inline,apps/backend/app/schemas/resume_wizard.py,https://github.com/srbhr/Resume-Matcher/pull/989#discussion_r3941712090,fixed,b2d3fb660d2b0f571c5d0fb5072e7d8f4ede1b9d,Wizard warnings are capped at 100 entries and 2000 characters each.
989,inline,apps/backend/app/llm.py,https://github.com/srbhr/Resume-Matcher/pull/989#discussion_r3941712094,duplicate,b2d3fb660d2b0f571c5d0fb5072e7d8f4ede1b9d,Duplicate dedicated prompt-size exception finding.
989,inline,apps/backend/app/ai_budget.py,https://github.com/srbhr/Resume-Matcher/pull/989#discussion_r3941765335,fixed,379d5ce873e98d6b3bd965bee2881498b7594407,"Dedicated operation-deadline and prompt-size errors now propagate through enhancement, refinement, optional generation, upload/retry, preview/direct and on-demand handlers. Upload/retry ownership is retired before 504/422. Nineteen red cases, then 174 broader and 55 final-budget checks pass."
